2.826021909713745117e-01	1.248218789696693420e-01	-1.640509665012359619e-01	9.486662596464157104e-02	-2.566567659378051758e-01	6.497024893760681152e-01	-1.320059131830930710e-02	2.373418211936950684e-01	2.485008984804153442e-01	3.173932135105133057e-01	1.936030983924865723e-01	5.155579000711441040e-02	1.152723580598831177e-01	-1.708324402570724487e-01	-2.635906338691711426e-01	-9.782063961029052734e-02
-7.757753133773803711e-02	1.100619658827781677e-01	-1.284988075494766235e-01	2.769356369972229004e-01	4.105588197708129883e-01	-3.245875537395477295e-01	1.838939636945724487e-01	-8.441206067800521851e-02	5.978903174400329590e-01	1.116033568978309631e-01	-1.895303279161453247e-01	2.007752209901809692e-01	-2.298028022050857544e-01	-1.729074269533157349e-01	1.495299637317657471e-01	-1.502625197172164917e-01
-2.801235616207122803e-01	-1.943259537220001221e-01	4.783899188041687012e-01	1.907446831464767456e-01	-1.914280056953430176e-01	-2.587726525962352753e-02	2.334950715303421021e-01	2.971736192703247070e-01	-9.402744472026824951e-02	-4.000420570373535156e-01	-9.814086556434631348e-02	-1.619652956724166870e-01	-1.374653633683919907e-02	-1.400333344936370850e-01	-3.145222961902618408e-01	-3.389979302883148193e-01
-4.505603015422821045e-02	-6.147144734859466553e-02	3.611152768135070801e-01	3.889384567737579346e-01	2.944865450263023376e-02	2.340739518404006958e-01	-2.539553344249725342e-01	-1.832640916109085083e-01	1.178477890789508820e-02	-6.483348459005355835e-02	-2.158997580409049988e-02	2.614144086837768555e-01	5.171152353286743164e-01	2.560497224330902100e-01	3.768426179885864258e-01	1.032039672136306763e-01
-6.885492056608200073e-02	8.268221467733383179e-02	-6.350924819707870483e-02	3.434990048408508301e-01	4.211318492889404297e-01	-2.583705186843872070e-01	1.153572872281074524e-01	-1.272636950016021729e-01	6.256882548332214355e-01	1.000110730528831482e-01	-2.196501642465591431e-01	2.358055710792541504e-01	-1.345966905355453491e-01	-1.008856743574142456e-01	2.018115073442459106e-01	-1.357442289590835571e-01
-6.203016638755798340e-02	1.156655922532081604e-01	-1.268677860498428345e-01	2.711410224437713623e-01	4.225265681743621826e-01	-3.229555487632751465e-01	1.807674169540405273e-01	-7.716760784387588501e-02	6.047391891479492188e-01	1.297455877065658569e-01	-1.673942804336547852e-01	1.749935597181320190e-01	-2.339082807302474976e-01	-1.658086478710174561e-01	1.619110107421875000e-01	-1.486352235078811646e-01
-2.794893085956573486e-01	-1.928702592849731445e-01	4.773320853710174561e-01	1.847461163997650146e-01	-1.917774230241775513e-01	-3.258866816759109497e-02	2.344320565462112427e-01	3.038814961910247803e-01	-9.528137743473052979e-02	-4.032291769981384277e-01	-1.095460206270217896e-01	-1.495009809732437134e-01	-6.177382543683052063e-03	-1.402775347232818604e-01	-3.147950768470764160e-01	-3.357554078102111816e-01
1.761018633842468262e-01	3.958927392959594727e-01	2.471432089805603027e-02	-3.872452676296234131e-01	2.236051410436630249e-01	1.007865816354751587e-01	2.946808934211730957e-03	1.797007769346237183e-01	-1.667404323816299438e-01	-7.334982603788375854e-02	2.004265487194061279e-01	-3.615492582321166992e-01	-1.214212477207183838e-01	3.029974699020385742e-01	3.572306334972381592e-01	-3.619303703308105469e-01
-4.974087700247764587e-02	-6.217498704791069031e-02	3.561161160469055176e-01	3.854442834854125977e-01	2.517755702137947083e-02	2.350490838289260864e-01	-2.564885616302490234e-01	-1.894104033708572388e-01	1.934670470654964447e-02	-5.743597447872161865e-02	-1.640404760837554932e-02	2.617876231670379639e-01	5.182880759239196777e-01	2.516396939754486084e-01	3.813895285129547119e-01	1.041701361536979675e-01
2.911424040794372559e-01	1.054551079869270325e-01	-1.583081632852554321e-01	1.293807178735733032e-01	-2.433648109436035156e-01	6.349214911460876465e-01	-5.244756862521171570e-02	2.442661970853805542e-01	2.420372515916824341e-01	3.219305574893951416e-01	1.737981289625167847e-01	7.941679656505584717e-02	9.886947274208068848e-02	-1.537174880504608154e-01	-3.155108094215393066e-01	-7.655455172061920166e-02
